timestamp,qr_text,x,y,z,yaw
2026-01-16T16:04:13.025524,"{'type' : 'commercial', 'nom' : 'Erevan', 'menagers' : '2', 'recyclables' : '6', 'dangereux' : '2', 'pts_collecte' : '100'}",0.0,0.0,0.0,0.0
